assessment_score,current_proficiency,required_proficiency,gap_percent,project_count,certification_count,role_importance,skill_category,gap_level
27.74,31.66,72.55,56.36,1,1,0.648,Data Science,HIGH
12.72,14.78,67.08,77.96,0,0,1.0,Security,HIGH
57.7,50.1,59.03,15.12,2,3,0.684,Security,LOW
33.84,24.62,60.91,59.58,2,2,0.639,Software Engineering,HIGH
22.79,28.67,79.9,64.11,0,0,1.0,Software Engineering,HIGH
0.0,4.96,60.04,91.74,2,0,0.672,General,HIGH
55.87,47.01,70.7,33.51,3,0,0.853,Testing,MEDIUM
36.24,18.0,59.94,69.97,0,0,1.0,Testing,HIGH
39.59,29.41,71.58,58.92,1,1,0.723,Software Engineering,HIGH
28.38,44.14,71.5,38.27,2,1,0.755,Security,MEDIUM
52.92,54.5,65.29,16.53,2,1,1.0,Backend,LOW
56.64,59.79,52.51,0.0,1,1,0.875,Data Science,LOW
7.56,19.26,58.05,66.82,1,0,0.843,Data Science,HIGH
40.52,35.63,68.14,47.72,0,1,0.909,DevOps,MEDIUM
89.94,84.69,69.22,0.0,0,0,0.792,Backend,LOW
40.49,36.77,83.03,55.72,0,0,0.761,Programming,HIGH
55.7,33.29,73.11,54.47,0,0,0.842,Software Engineering,HIGH
20.35,30.95,52.26,40.78,1,1,0.803,Programming,MEDIUM
79.41,75.41,71.38,0.0,3,2,0.861,Software Engineering,LOW
30.47,45.3,71.85,36.94,2,2,0.966,Data Science,MEDIUM
58.99,53.08,62.56,15.15,4,3,0.994,Testing,LOW
5.61,14.49,67.72,78.6,1,0,1.0,Backend,HIGH
5.5,7.08,70.85,90.01,1,0,0.845,DevOps,HIGH
27.66,13.31,71.78,81.45,2,0,0.965,DevOps,HIGH
89.79,87.11,63.55,0.0,1,1,0.753,Security,LOW
63.0,64.52,66.68,3.24,0,0,0.884,Programming,LOW
69.17,67.2,83.92,19.92,1,0,0.806,Artificial Intelligence,LOW
81.6,88.96,99.43,10.53,1,0,1.0,General,LOW
68.91,62.47,80.97,22.85,1,1,0.761,Security,MEDIUM
24.7,35.64,73.2,51.31,2,0,0.972,General,HIGH
83.3,66.11,82.63,19.99,1,0,1.0,Database,LOW
29.52,19.34,81.33,76.22,0,1,0.912,Data Science,HIGH
73.15,56.22,70.2,19.92,1,0,0.973,Software Engineering,LOW
46.46,34.51,64.53,46.52,1,2,0.824,Software Engineering,MEDIUM
13.55,17.03,85.11,79.99,2,0,0.823,Database,HIGH
20.16,23.26,66.97,65.27,0,0,0.849,Testing,HIGH
29.14,21.36,64.7,66.98,1,0,0.867,Security,HIGH
31.81,46.97,68.55,31.48,3,1,0.881,Software Engineering,MEDIUM
86.71,83.05,80.04,0.0,3,1,0.976,Security,LOW
75.11,68.08,81.9,16.87,2,0,1.0,General,LOW
44.73,45.3,96.49,53.05,0,0,1.0,Artificial Intelligence,HIGH
43.96,31.31,72.07,56.55,0,1,1.0,Artificial Intelligence,HIGH
15.45,15.01,69.93,78.53,0,1,1.0,DevOps,HIGH
58.34,62.88,80.35,21.74,2,1,1.0,Database,MEDIUM
19.85,25.56,64.88,60.6,1,0,0.927,Data Science,HIGH
23.62,23.66,70.77,66.57,0,0,1.0,General,HIGH
64.17,60.9,74.88,18.67,0,0,0.94,Software Engineering,LOW
23.37,27.86,81.49,65.81,0,1,0.87,Backend,HIGH
3.81,14.05,70.61,80.1,2,0,0.865,DevOps,HIGH
68.21,71.32,67.14,0.0,0,2,0.976,Artificial Intelligence,LOW
45.73,47.36,65.08,27.23,0,0,0.904,Software Engineering,MEDIUM
22.47,26.12,55.47,52.91,0,0,0.955,Artificial Intelligence,HIGH
49.86,56.21,69.6,19.23,1,1,0.983,General,LOW
73.96,68.76,82.88,17.03,4,0,0.883,DevOps,LOW
16.51,14.57,67.84,78.52,1,0,1.0,Programming,HIGH
50.81,47.03,54.15,13.16,3,2,0.767,Database,LOW
8.14,11.14,64.2,82.65,1,0,0.99,Artificial Intelligence,HIGH
1.97,15.61,55.33,71.79,1,0,0.986,Artificial Intelligence,HIGH
7.98,8.12,59.09,86.25,0,0,0.827,DevOps,HIGH
51.03,50.18,75.71,33.73,2,0,0.784,Software Engineering,MEDIUM
51.15,54.41,68.79,20.91,0,0,1.0,DevOps,MEDIUM
21.36,23.61,76.99,69.33,1,1,0.936,DevOps,HIGH
34.37,28.87,69.06,58.21,3,1,0.958,DevOps,HIGH
54.88,56.81,86.26,34.14,0,1,1.0,Data Science,MEDIUM
71.15,54.38,77.84,30.13,0,0,0.945,General,MEDIUM
77.65,72.77,85.08,14.47,3,1,1.0,Artificial Intelligence,LOW
69.19,65.62,72.16,9.07,4,1,1.0,General,LOW
47.7,48.24,71.91,32.91,5,0,1.0,Artificial Intelligence,MEDIUM
0.0,9.45,76.46,87.65,1,1,1.0,Programming,HIGH
41.4,32.73,78.89,58.51,0,0,0.875,General,HIGH
18.75,9.9,62.64,84.19,4,1,0.553,Security,HIGH
1.0,11.45,83.57,86.3,1,0,0.797,Data Science,HIGH
63.3,50.88,58.46,12.96,2,1,0.932,Backend,LOW
14.42,18.29,68.14,73.17,0,1,0.982,Security,HIGH
34.21,31.18,69.93,55.41,0,1,0.999,Software Engineering,HIGH
50.84,50.02,86.88,42.43,0,1,1.0,Security,MEDIUM
31.27,28.45,51.62,44.88,1,0,0.731,Artificial Intelligence,MEDIUM
39.84,50.94,76.52,33.43,1,0,1.0,Testing,MEDIUM
50.4,62.61,67.38,7.08,2,1,0.821,General,LOW
11.95,13.77,69.56,80.21,0,1,0.709,General,HIGH
39.26,35.65,87.5,59.25,3,3,1.0,Testing,HIGH
58.93,57.62,68.66,16.08,1,1,0.967,Testing,LOW
57.11,59.94,68.41,12.37,1,2,0.807,Testing,LOW
26.05,21.35,83.04,74.28,0,0,0.906,General,HIGH
91.7,88.39,76.74,0.0,4,0,0.857,Data Science,LOW
49.5,43.71,76.36,42.76,0,2,0.881,Data Science,MEDIUM
21.91,26.21,67.33,61.07,1,1,0.978,Software Engineering,HIGH
41.1,33.75,79.0,57.28,0,1,0.983,Data Science,HIGH
14.82,0.0,65.82,100.0,0,0,0.964,Backend,HIGH
54.24,43.64,73.24,40.42,0,0,0.733,Backend,MEDIUM
60.4,66.29,86.34,23.22,0,2,0.948,Testing,MEDIUM
30.21,28.11,73.29,61.65,1,0,0.962,Data Science,HIGH
0.0,22.88,69.11,66.9,0,1,0.896,Artificial Intelligence,HIGH
60.0,53.4,78.03,31.57,0,0,0.693,DevOps,MEDIUM
24.66,18.34,76.07,75.89,0,0,0.666,Data Science,HIGH
59.52,64.83,82.25,21.18,2,0,0.985,Database,MEDIUM
26.6,36.37,84.26,56.84,3,0,1.0,General,HIGH
45.32,49.12,62.72,21.68,3,0,0.722,Testing,MEDIUM
79.65,87.21,88.27,1.21,4,0,1.0,Data Science,LOW
21.81,23.54,73.31,67.89,1,0,1.0,Security,HIGH
67.38,65.67,78.38,16.22,0,0,0.838,Software Engineering,LOW
61.24,56.95,69.17,17.66,0,1,0.992,Programming,LOW
34.99,44.76,80.01,44.06,1,0,0.965,Software Engineering,MEDIUM
70.91,69.6,83.5,16.64,1,0,1.0,Programming,LOW
28.23,24.33,66.01,63.15,0,1,0.985,Programming,HIGH
64.96,66.48,78.21,14.99,1,1,0.938,General,LOW
29.12,31.9,59.33,46.23,0,0,0.837,Database,MEDIUM
49.27,51.92,57.07,9.03,1,0,0.991,Database,LOW
99.57,92.09,94.67,2.73,1,0,0.964,Database,LOW
44.93,40.89,66.42,38.45,2,0,0.861,Artificial Intelligence,MEDIUM
50.71,59.75,62.71,4.73,1,0,0.594,Testing,LOW
34.65,41.59,72.38,42.54,2,3,1.0,Artificial Intelligence,MEDIUM
69.45,63.92,69.83,8.46,5,0,0.7,Testing,LOW
30.24,27.5,77.7,64.6,1,0,0.959,General,HIGH
48.05,52.17,88.52,41.06,0,1,1.0,DevOps,MEDIUM
62.8,60.78,73.61,17.43,1,1,0.988,Data Science,LOW
100.0,100.0,81.38,0.0,0,1,0.797,Database,LOW
89.64,96.74,80.78,0.0,2,0,0.867,Programming,LOW
35.37,48.83,73.11,33.21,5,2,0.858,Programming,MEDIUM
34.57,28.51,61.01,53.26,2,0,0.873,Artificial Intelligence,HIGH
48.53,50.32,77.76,35.28,1,1,1.0,Data Science,MEDIUM
54.86,60.39,70.4,14.22,0,1,0.813,Security,LOW
30.97,39.61,78.8,49.73,2,0,0.908,Database,MEDIUM
36.01,41.68,77.17,45.99,3,1,0.921,Software Engineering,MEDIUM
48.69,43.81,69.34,36.81,2,0,0.762,Software Engineering,MEDIUM
47.09,47.39,67.04,29.31,3,0,0.638,Data Science,MEDIUM
52.18,55.86,71.55,21.93,1,1,1.0,DevOps,MEDIUM
9.56,4.81,71.46,93.27,1,0,0.803,Testing,HIGH
0.0,0.0,68.04,100.0,0,0,1.0,Data Science,HIGH
57.78,61.41,78.63,21.91,1,0,1.0,DevOps,MEDIUM
34.62,36.13,74.58,51.56,0,3,1.0,General,HIGH
26.15,29.48,70.41,58.13,0,1,1.0,Data Science,HIGH
58.57,63.23,79.22,20.18,0,1,0.902,Programming,MEDIUM
43.9,46.72,76.44,38.88,2,2,0.975,Software Engineering,MEDIUM
72.24,62.76,78.8,20.36,2,0,1.0,Backend,MEDIUM
64.7,74.58,88.0,15.25,3,0,0.826,Security,LOW
52.61,45.83,64.93,29.42,0,0,1.0,Programming,MEDIUM
78.86,66.4,82.77,19.77,3,1,1.0,Data Science,LOW
47.34,41.63,60.18,30.82,4,0,0.873,DevOps,MEDIUM
42.73,51.65,83.72,38.3,0,1,0.996,Testing,MEDIUM
41.29,43.27,48.3,10.41,0,0,0.918,General,LOW
48.24,39.61,64.59,38.67,0,1,0.836,Data Science,MEDIUM
53.98,57.41,73.75,22.16,0,1,0.827,Backend,MEDIUM
2.21,6.15,70.46,91.27,2,0,1.0,Software Engineering,HIGH
42.04,21.86,69.16,68.4,0,0,0.779,Software Engineering,HIGH
33.15,48.42,74.04,34.61,0,2,1.0,General,MEDIUM
0.0,1.83,57.37,96.8,2,0,0.957,DevOps,HIGH
41.9,44.25,57.66,23.26,2,0,0.623,Security,MEDIUM
20.15,25.17,56.72,55.63,1,0,1.0,DevOps,HIGH
72.5,72.9,90.45,19.4,2,1,0.97,DevOps,LOW
80.93,75.19,92.08,18.34,0,0,1.0,Database,LOW
56.72,39.89,67.48,40.89,3,1,1.0,Database,MEDIUM
37.8,41.39,58.53,29.29,0,0,1.0,Artificial Intelligence,MEDIUM
57.73,53.86,74.97,28.16,4,1,0.841,DevOps,MEDIUM
35.37,33.14,96.84,65.78,0,0,0.912,Artificial Intelligence,HIGH
42.9,42.28,62.85,32.73,1,0,1.0,General,MEDIUM
52.5,40.63,70.68,42.52,0,0,0.844,Testing,MEDIUM
21.51,10.77,62.0,82.64,1,1,0.993,Backend,HIGH
47.39,53.46,74.11,27.86,2,1,0.975,General,MEDIUM
48.09,45.13,76.68,41.15,1,1,0.862,Data Science,MEDIUM
0.0,13.74,59.52,76.92,2,0,0.742,Programming,HIGH
74.14,82.38,76.0,0.0,3,3,1.0,Data Science,LOW
5.03,13.59,75.52,82.01,0,0,0.973,Programming,HIGH
36.15,32.8,84.98,61.4,0,0,0.636,Testing,HIGH
19.11,31.67,93.35,66.07,0,1,1.0,Programming,HIGH
78.63,70.59,81.73,13.63,2,0,1.0,DevOps,LOW
13.64,29.04,70.06,58.55,0,3,0.987,Database,HIGH
41.9,44.68,53.55,16.57,0,1,0.699,Artificial Intelligence,LOW
15.8,24.89,50.31,50.52,1,1,0.828,Backend,HIGH
76.01,75.45,72.9,0.0,2,0,0.606,Backend,LOW
58.32,44.49,63.07,29.47,2,0,0.821,Backend,MEDIUM
58.17,52.97,88.37,40.06,1,0,0.882,Artificial Intelligence,MEDIUM
94.34,82.95,90.65,8.5,5,1,0.972,DevOps,LOW
61.14,47.7,63.05,24.36,1,0,0.95,Software Engineering,MEDIUM
0.0,2.19,71.47,96.93,0,0,0.852,Programming,HIGH
75.99,75.67,76.8,1.47,2,0,0.994,Database,LOW
65.24,56.98,68.57,16.9,1,2,0.693,Software Engineering,LOW
78.6,83.11,77.86,0.0,3,0,0.571,General,LOW
64.45,65.84,76.99,14.48,1,2,0.815,Database,LOW
73.53,70.27,85.41,17.73,1,0,0.847,General,LOW
20.76,18.37,73.44,74.99,0,0,0.925,Artificial Intelligence,HIGH
0.09,4.86,69.44,93.0,0,0,0.804,Artificial Intelligence,HIGH
56.14,63.45,65.12,2.57,0,0,0.817,General,LOW
43.84,53.24,77.15,30.99,2,1,0.919,Programming,MEDIUM
61.91,62.17,90.29,31.15,0,0,0.945,Artificial Intelligence,MEDIUM
23.91,32.74,68.92,52.5,3,0,0.931,Data Science,HIGH
73.39,72.32,80.72,10.41,1,1,0.927,Artificial Intelligence,LOW
15.98,6.82,76.68,91.1,0,0,0.888,Backend,HIGH
86.46,80.13,76.99,0.0,6,2,0.931,Testing,LOW
37.14,46.12,75.16,38.64,1,0,1.0,Data Science,MEDIUM
36.93,52.18,57.69,9.56,0,0,0.992,DevOps,LOW
25.42,32.08,91.08,64.77,2,0,1.0,Programming,HIGH
54.54,54.47,69.17,21.26,1,0,0.832,Security,MEDIUM
61.09,64.11,66.4,3.45,1,1,1.0,Testing,LOW
28.18,30.46,77.35,60.62,1,2,1.0,Database,HIGH
67.02,53.32,75.91,29.75,1,0,1.0,Security,MEDIUM
60.45,68.03,72.9,6.69,3,2,0.737,Database,LOW
37.16,37.5,69.05,45.7,2,1,1.0,Software Engineering,MEDIUM
18.77,12.0,65.85,81.78,0,0,0.974,Security,HIGH
37.25,41.48,59.18,29.91,3,0,0.632,Backend,MEDIUM
12.41,7.68,79.59,90.35,0,0,0.757,Backend,HIGH
53.07,71.76,88.12,18.57,2,4,1.0,Testing,LOW
57.82,53.12,82.01,35.23,2,1,1.0,Data Science,MEDIUM
71.35,81.52,74.72,0.0,3,1,1.0,Security,LOW
65.73,68.43,64.27,0.0,0,0,0.96,Data Science,LOW
69.46,66.68,81.86,18.54,2,2,0.916,Backend,LOW
61.06,60.3,75.32,19.94,0,0,0.803,Artificial Intelligence,LOW
35.43,41.06,69.54,40.96,0,2,0.722,Database,MEDIUM
39.9,42.39,70.8,40.12,2,1,0.83,Data Science,MEDIUM
55.47,46.57,80.62,42.23,0,0,1.0,Testing,MEDIUM
28.11,28.24,58.66,51.86,4,1,0.87,Data Science,HIGH
30.12,34.48,78.86,56.27,2,0,1.0,Testing,HIGH
69.94,78.28,87.68,10.71,1,1,0.994,Security,LOW
43.45,34.74,57.18,39.24,2,2,0.7,Software Engineering,MEDIUM
43.67,34.25,62.34,45.06,0,2,0.865,Data Science,MEDIUM
28.38,27.91,76.41,63.48,2,1,0.936,DevOps,HIGH
47.97,29.71,65.41,54.57,1,0,0.562,Testing,HIGH
18.02,17.99,58.03,69.0,2,1,0.849,Testing,HIGH
44.72,49.01,64.59,24.12,3,1,0.916,Security,MEDIUM
42.01,39.36,78.62,49.93,1,0,1.0,DevOps,MEDIUM
38.82,32.16,76.85,58.15,1,0,0.871,General,HIGH
31.82,21.97,56.91,61.39,2,0,0.856,Backend,HIGH
45.63,41.76,66.02,36.74,2,0,0.729,Software Engineering,MEDIUM
59.82,55.48,60.9,8.9,1,0,0.773,Security,LOW
45.03,48.18,60.19,19.97,1,2,0.895,Data Science,LOW
58.81,51.4,65.25,21.22,2,0,0.644,DevOps,MEDIUM
41.04,31.79,71.87,55.77,0,0,0.965,Testing,HIGH
52.38,43.49,52.42,17.05,5,1,0.784,General,LOW
0.0,0.74,65.71,98.87,0,1,0.745,Database,HIGH
47.83,28.6,64.21,55.45,4,0,0.733,Security,HIGH
5.93,16.37,73.02,77.59,0,0,1.0,Data Science,HIGH
65.3,62.7,84.82,26.08,1,2,0.977,General,MEDIUM
63.07,57.96,69.38,16.47,2,1,0.822,Backend,LOW
25.57,21.93,87.04,74.8,2,0,0.775,Database,HIGH
66.28,82.12,84.98,3.37,3,1,0.95,Software Engineering,LOW
88.73,88.27,67.94,0.0,0,2,0.95,Software Engineering,LOW
43.02,39.25,75.56,48.06,0,0,0.913,Software Engineering,MEDIUM
41.54,53.13,71.15,25.32,2,0,0.797,Software Engineering,MEDIUM
52.86,48.32,62.05,22.12,1,1,1.0,Backend,MEDIUM
26.22,18.73,85.75,78.16,1,0,1.0,Data Science,HIGH
76.3,79.74,83.36,4.34,2,1,1.0,Artificial Intelligence,LOW
69.28,57.48,55.4,0.0,1,0,0.853,DevOps,LOW
0.0,0.0,64.39,100.0,0,0,0.704,Database,HIGH
55.11,60.68,78.76,22.95,1,1,0.981,Database,MEDIUM
62.25,56.69,64.2,11.71,2,0,0.809,Artificial Intelligence,LOW
28.25,34.94,74.89,53.35,1,2,0.626,Backend,HIGH
76.68,66.41,75.68,12.26,1,3,0.98,Programming,LOW
4.33,0.61,73.57,99.17,1,0,0.765,Data Science,HIGH
46.24,40.95,73.56,44.33,1,1,1.0,Programming,MEDIUM
20.87,27.7,74.97,63.05,0,0,1.0,Database,HIGH
34.46,37.75,66.78,43.48,0,0,1.0,DevOps,MEDIUM
36.13,48.43,57.65,16.01,1,0,1.0,Programming,LOW
74.8,62.59,67.68,7.52,2,1,0.992,General,LOW
38.99,40.76,80.81,49.56,0,0,0.951,Testing,MEDIUM
14.29,17.76,71.31,75.1,0,1,0.68,Software Engineering,HIGH
77.01,75.56,75.65,0.11,2,0,1.0,DevOps,LOW
59.89,61.36,87.35,29.75,0,1,0.861,DevOps,MEDIUM
46.07,47.18,58.93,19.94,0,1,0.94,Artificial Intelligence,LOW
63.18,69.42,62.8,0.0,4,0,1.0,Testing,LOW
38.57,54.48,51.86,0.0,0,1,0.904,Security,LOW
26.04,16.65,71.37,76.66,1,0,0.9,General,HIGH
25.65,31.81,63.32,49.76,0,0,0.695,Testing,MEDIUM
7.01,8.84,59.79,85.22,1,0,0.82,Database,HIGH
47.1,50.58,72.19,29.93,0,1,0.671,Programming,MEDIUM
42.26,42.96,71.03,39.52,1,0,0.972,Artificial Intelligence,MEDIUM
17.4,13.14,61.18,78.53,0,0,0.858,Backend,HIGH
20.98,33.48,68.57,51.17,2,1,0.983,Security,HIGH
37.11,32.39,63.02,48.6,1,0,0.985,Artificial Intelligence,MEDIUM
65.98,59.08,70.8,16.56,1,0,0.705,Programming,LOW
61.36,46.11,69.89,34.02,3,0,0.813,DevOps,MEDIUM
30.75,37.46,68.1,44.99,2,2,0.802,DevOps,MEDIUM
65.34,63.4,68.94,8.03,0,0,0.842,Backend,LOW
57.83,69.98,71.77,2.5,0,1,0.935,Testing,LOW
44.1,43.89,67.31,34.79,4,0,1.0,Artificial Intelligence,MEDIUM
60.04,53.21,67.96,21.71,0,1,0.95,Programming,MEDIUM
60.04,47.14,72.38,34.87,2,0,1.0,Backend,MEDIUM
57.52,66.73,64.07,0.0,5,1,0.993,Data Science,LOW
11.05,16.14,68.46,76.43,0,0,0.96,Testing,HIGH
44.26,50.37,57.02,11.66,0,1,0.71,General,LOW
63.04,60.26,70.85,14.95,1,0,0.956,Software Engineering,LOW
42.09,42.13,75.5,44.2,1,2,0.899,Testing,MEDIUM
12.21,14.87,65.35,77.24,0,0,0.716,Security,HIGH
66.53,74.59,68.53,0.0,2,1,0.808,Database,LOW
51.35,52.35,69.86,25.07,3,0,1.0,Backend,MEDIUM
32.12,43.0,90.5,52.48,3,1,0.974,Database,HIGH
84.03,78.44,95.85,18.16,1,0,0.799,Software Engineering,LOW
17.62,4.76,71.55,93.35,0,0,1.0,DevOps,HIGH
83.99,68.21,80.45,15.22,0,4,0.904,Backend,LOW
30.7,29.45,82.11,64.13,2,0,0.782,Database,HIGH
56.87,47.59,84.69,43.81,1,3,1.0,Software Engineering,MEDIUM
64.39,58.44,76.26,23.37,1,2,1.0,Database,MEDIUM
66.13,64.61,78.07,17.24,0,1,0.892,Data Science,LOW
50.9,47.94,72.84,34.18,1,0,1.0,Backend,MEDIUM
34.13,26.32,75.32,65.05,1,1,0.88,Backend,HIGH
77.59,85.29,100.0,14.71,2,2,0.924,Software Engineering,LOW
37.85,41.64,73.15,43.07,3,2,1.0,Database,MEDIUM
20.29,18.1,61.01,70.34,2,0,0.918,Database,HIGH
38.52,31.0,73.67,57.92,2,2,0.819,DevOps,HIGH
10.8,14.61,69.23,78.9,0,0,0.882,Backend,HIGH
100.0,87.7,87.26,0.0,1,2,0.76,Backend,LOW
5.75,0.0,60.65,100.0,0,0,0.927,General,HIGH
10.49,17.78,55.6,68.03,1,2,1.0,Software Engineering,HIGH
75.6,65.02,72.4,10.19,4,1,1.0,Data Science,LOW
29.94,36.19,87.25,58.52,0,0,1.0,Database,HIGH
49.65,51.44,63.79,19.36,0,1,0.733,DevOps,LOW
36.4,39.19,83.01,52.79,0,0,1.0,Database,HIGH
20.7,19.71,64.5,69.44,2,0,0.775,Artificial Intelligence,HIGH
11.48,6.29,69.49,90.94,0,0,0.905,General,HIGH
44.36,53.74,88.63,39.36,0,0,1.0,Data Science,MEDIUM
43.25,47.41,70.92,33.14,2,2,0.691,Security,MEDIUM
46.42,48.44,83.24,41.81,0,0,1.0,Programming,MEDIUM
70.89,63.17,79.07,20.11,3,1,0.987,Artificial Intelligence,MEDIUM
73.63,59.04,73.12,19.25,1,1,0.808,Data Science,LOW
61.72,55.41,73.92,25.05,2,2,0.675,Security,MEDIUM
14.09,11.87,63.0,81.17,4,1,0.988,Data Science,HIGH
22.77,21.91,84.33,74.01,1,0,0.846,Data Science,HIGH
49.25,58.86,79.43,25.89,1,0,0.944,Security,MEDIUM
1.01,15.51,83.64,81.46,0,0,0.763,Security,HIGH
45.67,41.45,68.85,39.8,1,0,0.957,Testing,MEDIUM
18.76,25.29,55.9,54.76,0,1,0.758,Testing,HIGH
73.09,78.35,64.98,0.0,2,0,0.843,DevOps,LOW
74.63,65.96,91.35,27.8,3,0,0.997,Software Engineering,MEDIUM
43.48,26.27,69.28,62.08,1,0,1.0,Artificial Intelligence,HIGH
28.1,30.56,60.39,49.4,1,0,0.812,Backend,MEDIUM
62.36,45.95,82.59,44.37,2,0,0.975,Testing,MEDIUM
4.36,5.58,62.02,91.0,1,1,0.85,Programming,HIGH
70.37,70.19,84.25,16.69,1,0,0.881,Testing,LOW
76.72,61.35,75.61,18.86,3,1,1.0,General,LOW
23.8,14.14,64.0,77.91,1,0,0.743,Artificial Intelligence,HIGH
18.33,8.44,73.61,88.53,0,0,0.976,Data Science,HIGH
45.52,62.61,82.34,23.96,1,0,0.839,Data Science,MEDIUM
25.01,27.7,56.78,51.21,3,1,0.784,DevOps,HIGH
41.2,54.44,91.96,40.8,0,1,1.0,Backend,MEDIUM
8.42,0.0,72.8,100.0,1,1,0.841,Security,HIGH
32.52,33.0,62.44,47.15,3,0,0.868,General,MEDIUM
29.03,25.9,60.1,56.91,2,0,0.774,General,HIGH
46.2,58.56,59.88,2.21,0,0,1.0,General,LOW
66.18,68.88,66.28,0.0,1,1,1.0,Software Engineering,LOW
46.44,51.13,62.26,17.88,3,1,0.961,Security,LOW
72.67,72.07,77.63,7.17,2,3,0.84,Backend,LOW
26.72,31.4,73.9,57.51,0,0,1.0,Security,HIGH
77.47,65.78,75.03,12.33,1,0,0.965,General,LOW
100.0,100.0,82.94,0.0,6,2,0.933,Testing,LOW
58.68,55.1,82.14,32.91,3,2,1.0,General,MEDIUM
42.09,54.0,61.51,12.21,2,3,0.69,Software Engineering,LOW
51.06,44.37,77.37,42.65,1,0,0.9,Artificial Intelligence,MEDIUM
26.0,16.83,63.62,73.55,3,0,0.791,Backend,HIGH
28.44,21.1,66.62,68.32,2,2,0.925,DevOps,HIGH
47.72,41.58,74.1,43.89,1,0,1.0,Backend,MEDIUM
46.32,57.89,66.2,12.55,1,1,0.898,Testing,LOW
43.46,42.93,78.64,45.41,2,0,0.948,Artificial Intelligence,MEDIUM
63.65,52.14,72.38,27.97,2,0,0.979,Testing,MEDIUM
56.99,60.49,70.24,13.88,1,1,0.69,Security,LOW
61.24,56.07,75.29,25.53,2,1,0.867,Programming,MEDIUM
22.09,28.04,63.87,56.09,3,0,0.701,General,HIGH
45.66,52.29,78.44,33.34,2,2,0.909,Software Engineering,MEDIUM
19.22,22.6,82.59,72.64,0,0,1.0,DevOps,HIGH
38.26,37.21,65.52,43.21,1,0,0.943,Security,MEDIUM
17.89,25.67,54.29,52.72,2,1,0.956,Data Science,HIGH
27.89,29.28,57.94,49.46,0,0,0.75,Software Engineering,MEDIUM
78.84,79.66,92.08,13.49,1,0,0.958,Backend,LOW
62.37,60.52,72.87,16.94,3,0,0.82,DevOps,LOW
83.19,77.0,79.63,3.3,4,1,1.0,Testing,LOW
22.5,32.51,70.0,53.56,1,0,0.888,Database,HIGH
58.75,62.43,75.33,17.12,0,0,1.0,Testing,LOW
3.03,10.11,64.59,84.34,0,0,0.813,Data Science,HIGH
66.44,68.93,85.15,19.06,2,2,1.0,General,LOW
53.7,51.63,73.61,29.86,2,0,1.0,Backend,MEDIUM
3.29,18.23,72.27,74.77,0,1,0.842,Database,HIGH
44.78,60.49,83.25,27.34,3,0,0.919,Artificial Intelligence,MEDIUM
88.07,100.0,80.33,0.0,1,1,1.0,Testing,LOW
57.18,63.98,63.0,0.0,1,1,0.968,Testing,LOW
58.05,52.41,81.24,35.49,0,1,1.0,Software Engineering,MEDIUM
73.42,56.5,74.76,24.43,1,0,1.0,Programming,MEDIUM
17.88,18.56,91.1,79.62,1,1,1.0,Data Science,HIGH
64.87,60.35,59.71,0.0,0,2,0.804,Artificial Intelligence,LOW
53.26,58.96,68.33,13.71,0,3,0.712,Testing,LOW
34.46,32.61,71.64,54.48,2,0,0.85,Data Science,HIGH
77.13,79.03,59.02,0.0,2,1,0.793,Data Science,LOW
74.28,77.76,99.52,21.87,3,1,0.895,Backend,MEDIUM
85.45,77.84,70.67,0.0,6,1,0.975,Database,LOW
27.38,26.72,68.15,60.8,2,1,0.849,General,HIGH
28.8,19.37,68.42,71.68,6,0,1.0,Data Science,HIGH
13.44,8.31,55.83,85.12,2,0,0.961,DevOps,HIGH
0.0,3.67,66.56,94.48,1,0,0.837,Backend,HIGH
11.39,18.78,70.98,73.55,1,0,1.0,Artificial Intelligence,HIGH
50.59,36.47,65.54,44.36,2,1,1.0,Programming,MEDIUM
30.51,38.26,73.88,48.22,2,0,0.913,Database,MEDIUM
61.34,50.4,69.34,27.31,1,1,0.888,Programming,MEDIUM
64.6,73.61,76.14,3.33,3,1,0.978,DevOps,LOW
31.49,28.6,89.88,68.18,0,0,0.753,Programming,HIGH
72.73,61.41,86.55,29.05,2,0,0.925,Data Science,MEDIUM
27.5,18.19,66.02,72.45,1,0,0.947,Testing,HIGH
47.79,50.14,81.42,38.42,1,0,0.802,Artificial Intelligence,MEDIUM
24.57,35.12,70.18,49.96,2,1,0.973,Backend,MEDIUM
86.92,85.56,84.44,0.0,3,0,0.874,Programming,LOW
32.97,18.92,83.69,77.39,1,0,1.0,Backend,HIGH
86.1,79.18,99.78,20.65,1,1,1.0,Database,MEDIUM
45.7,51.27,68.15,24.77,0,1,0.959,Software Engineering,MEDIUM
51.15,64.15,80.72,20.53,3,0,1.0,Artificial Intelligence,MEDIUM
34.91,40.62,77.29,47.45,1,0,0.963,Database,MEDIUM
44.7,44.83,74.22,39.6,0,4,0.722,Backend,MEDIUM
46.94,51.63,70.06,26.3,1,1,1.0,Programming,MEDIUM
0.12,0.0,76.57,100.0,1,0,0.816,Artificial Intelligence,HIGH
74.42,63.48,80.94,21.58,3,3,1.0,General,MEDIUM
35.41,50.36,85.78,41.3,0,0,0.912,Software Engineering,MEDIUM
23.85,17.24,55.06,68.69,0,0,0.881,Security,HIGH
17.12,17.56,66.65,73.65,0,0,0.749,Programming,HIGH
